"state","zcta5","stab","zipname","intptlon","intptlat","pop2k","afact"
"FIPS state","ZIP Census Tabulation Area","State Postal Code","zipname","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2000 census","state to zcta5 alloc factor"
"37","28748","NC","LEICESTER",-82.715406,35.658129,9555,0.001187 
"37","28749","NC","LITTLE SWITZERLA",-82.087043,35.849368,46,6E-6 
"37","28751","NC","MAGGIE VALLEY",-83.086819,35.517704,2880,0.000358 
"37","28752","NC","MARION",-82.020082,35.67986,29221,0.00363 
"37","28753","NC","WALNUT",-82.680143,35.83668,10169,0.001263 
"37","28754","NC","MARS HILL",-82.528872,35.851411,7367,0.000915 
"37","28755","NC","MICAVILLE",-82.211421,35.918318,163,0.00002 
"37","28756","NC","MILL SPRING",-82.161635,35.333196,4193,0.000521 
"37","28757","NC","MONTREAT",-82.300488,35.645588,448,0.000056 
"37","28758","NC","MOUNTAIN HOME",-82.496166,35.370134,629,0.000078 
"37","28761","NC","NEBO",-81.902258,35.673609,6749,0.000838 
"37","28762","NC","OLD FORT",-82.168962,35.618853,6373,0.000792 
"37","28763","NC","OTTO",-83.408088,35.058117,2467,0.000306 
"37","28765","NC","PENLAND",-82.113511,35.936482,53,7E-6 
"37","28766","NC","PENROSE",-82.62082,35.251748,842,0.000105 
"37","28768","NC","PISGAH FOREST",-82.670453,35.264505,6773,0.000841 
"37","28771","NC","ROBBINSVILLE",-83.791105,35.329978,7966,0.00099 
"37","28772","NC","ROSMAN",-82.837063,35.132897,1044,0.00013 
"37","28773","NC","SALUDA",-82.342617,35.237745,2708,0.000336 
"37","28774","NC","SAPPHIRE",-83.003807,35.112369,785,0.000098 
"37","28777","NC","SPRUCE PINE",-82.06579,35.920097,10672,0.001326 
"37","28778","NC","WARREN WILSON CO",-82.409545,35.609289,9321,0.001158 
"37","28779","NC","SYLVA",-83.211685,35.362751,13622,0.001692 
"37","28781","NC","TOPTON",-83.629775,35.23791,882,0.00011 
"37","28782","NC","TRYON",-82.195861,35.22728,6219,0.000773 
"37","28783","NC","TUCKASEGEE",-83.06285,35.249753,1215,0.000151 
"37","28784","NC","TUXEDO",-82.431784,35.21762,106,0.000013 
"37","28786","NC","WAYNESVILLE",-82.994437,35.501587,25315,0.003145 
"37","28787","NC","WEAVERVILLE",-82.547342,35.723985,16735,0.002079 
"37","28789","NC","WHITTIER",-83.300238,35.426562,5015,0.000623 
"37","28790","NC","ZIRCONIA",-82.457013,35.21339,2533,0.000315 
"37","28791","NC","28791",-82.500294,35.348392,12430,0.001544 
"37","28792","NC","HENDERSONVILLE",-82.417791,35.354122,27062,0.003362 
"37","287XX","NC","287XX",-83.927958,35.46434,10,1E-6 
"37","28801","NC","ASHEVILLE",-82.55553,35.597474,13580,0.001687 
"37","28803","NC","ASHEVILLE",-82.517043,35.535167,24107,0.002995 
"37","28804","NC","ASHEVILLE",-82.566302,35.640318,19307,0.002399 
"37","28805","NC","ASHEVILLE",-82.49481,35.599193,15715,0.001952 
"37","28806","NC","ASHEVILLE",-82.609119,35.583999,33050,0.004106 
"37","28901","NC","ANDREWS",-83.817346,35.198161,5301,0.000659 
"37","28902","NC","BRASSTOWN",-83.946772,35.029039,788,0.000098 
"37","28904","NC","HAYESVILLE",-83.782366,35.040218,7414,0.000921 
"37","28905","NC","MARBLE",-83.934131,35.158659,2543,0.000316 
"37","28906","NC","UNAKA",-84.08323,35.079922,16454,0.002044 
"37","28909","NC","WARNE",-83.907548,35.001326,573,0.000071 
